"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL161577";"CUMINALDEHYDE";"None";"148.20";"0";"2.62";"2";"CC(C)c1ccc(C=O)cc1";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"29.02";"0.53";"1.68";"25.20";"0";"CHEMBL813550";"Inhibitory activity was evaluated against the oxidation of L-3,4-dihydroxyphenylalanine (L-DOPA) catalyzed by mushroom tyrosinase";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147427";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"50.0"
"CHEMBL17205";"CYCLOVALONE";"None";"366.41";"0";"4.34";"29";"COc1cc(/C=C2\CCC/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL1054042";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153005";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";"";"";"";""
"CHEMBL66879";"COUMARIC ACID";"None";"164.16";"0";"1.49";"1";"O=C(O)/C=C/c1ccc(O)cc1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"34.72";"0.65";"4.21";"9.91";"0";"CHEMBL4723119";"Inhibition of human tyrosinase expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"2.0"
"CHEMBL4782537";"";"None";"250.28";"0";"2.18";"44";"CC(=O)Nc1nc(-c2ccc(O)cc2O)cs1";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"21.95";"0.44";"3.31";"6.66";"0";"CHEMBL4723114";"Inhibition of human tyrosinase using L- DOPA as substrate by MBTH based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"3.2"
"CHEMBL5415814";"";"None";"332.43";"0";"3.76";"233";"CN(C(=O)C1CCCCC1)c1nc(-c2ccc(O)cc2O)cs1";"IC50";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5331159";"Inhibition of human tyrosinase using L-DOPA as substrate incubated for 10 to 20 mins by MBTH dye based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME_Lower = 10.0 min | TIME_Upper = 20.0 min";"";"";"1000.0"
"CHEMBL186863";"";"None";"242.23";"0";"2.66";"19";"COc1ccc2c(=O)c3ccccc3oc2c1O";"IC50";"'='";"5200.0";"nM";"5.28";"";"";"UO_0000065";"21.81";"0.40";"2.62";"8.86";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"5.2"
"CHEMBL2297451";"";"None";"228.20";"0";"2.36";"10";"O=c1c2ccccc2oc2ccc(O)c(O)c12";"IC50";"'='";"7800.0";"nM";"5.11";"";"";"UO_0000065";"22.38";"0.41";"2.75";"7.23";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"7.8"
"CHEMBL373249";"";"None";"240.26";"0";"2.99";"31";"O=C(/C=C/c1ccc(O)cc1O)c1ccccc1";"IC50";"'='";"60000.0";"nM";"4.22";"";"";"UO_0000065";"17.57";"0.32";"1.23";"7.34";"0";"CHEMBL5355298";"Inhibition of tyrosinase in human MNT-1 cell lysates using L-DOPA as substrate assessed as reduction in melanin formation preincubated for 10 mins followed by substrate addition and measured by microplate reader analysis";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"MNT-1";"Lysates";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352459";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.1667 hr";"INHIBITOR";"";"60.0"
"CHEMBL5400210";"";"None";"266.30";"0";"3.00";"211";"CCC(=O)Nc1nc(-c2ccc(O)cc2F)cs1";"IC50";"'>'";"700000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5331159";"Inhibition of human tyrosinase using L-DOPA as substrate incubated for 10 to 20 mins by MBTH dye based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME_Lower = 10.0 min | TIME_Upper = 20.0 min";"";"";"700.0"
"CHEMBL5409608";"";"None";"318.40";"0";"3.28";"215";"O=C(NC1CCCCC1)c1csc(-c2ccc(O)cc2O)n1";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"17.26";"0.34";"2.21";"6.66";"0";"CHEMBL5331159";"Inhibition of human tyrosinase using L-DOPA as substrate incubated for 10 to 20 mins by MBTH dye based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME_Lower = 10.0 min | TIME_Upper = 20.0 min";"INHIBITOR";"";"3.2"
"CHEMBL150";"KAEMPFEROL";"None";"286.24";"0";"2.28";"Kaempferol";"O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12";"IC50";"'='";"65110.0";"nM";"4.19";"";"";"UO_0000065";"14.63";"0.27";"1.91";"3.77";"0";"CHEMBL5147294";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5143656";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2022";"None";"";"INHIBITOR";"";"65.11"
"CHEMBL2078992";"";"None";"570.69";"1";"3.98";"140b";"COC(=O)CN1C(=O)N(CCCCN2CCN(c3ccccc3OC)CC2)C(c2ccccc2)(c2ccccc2)C1=O";"IC50";"'='";"1070.0";"nM";"5.97";"";"";"UO_0000065";"10.46";"0.19";"1.99";"7.23";"0";"CHEMBL4613375";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4613206";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"1.07"
"CHEMBL129134";"";"None";"266.30";"0";"3.39";"4";"O=C(/C=C/c1ccc(O)cc1)/C=C/c1ccc(O)cc1";"IC50";"'='";"79050.0";"nM";"4.10";"";"";"UO_0000065";"15.40";"0.28";"0.71";"7.13";"0";"CHEMBL1054042";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153005";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";"";"";"";"79.05"
"CHEMBL5417995";"";"None";"154.16";"0";"0.63";"228";"OCCc1ccc(O)cc1O";"IC50";"'>'";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5331159";"Inhibition of human tyrosinase using L-DOPA as substrate incubated for 10 to 20 mins by MBTH dye based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME_Lower = 10.0 min | TIME_Upper = 20.0 min";"";"";"200.0"
"CHEMBL3898657";"";"None";"111.10";"0";"0.03";"HOPNO; 2";"[O-][n+]1ccccc1O";"IC50";"'='";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5326169";"Inhibition of tyrosinase in human MNT-1 cells assessed as inhibition of melanin production measured after 96 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MNT-1";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5325409";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 96.0 hr";"INHIBITOR";"";"200.0"
"CHEMBL5434506";"";"None";"234.64";"0";"-0.96";"(+)-11";"Cl.N[C@@H](Cc1ccc(=O)n(O)c1)C(=O)O";"IC50";"'>'";"400000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5326169";"Inhibition of tyrosinase in human MNT-1 cells assessed as inhibition of melanin production measured after 96 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MNT-1";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5325409";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 96.0 hr";"";"";"400.0"
"CHEMBL4441954";"";"None";"314.30";"0";"3.20";"77";"COc1cc([N+](=O)[O-])ccc1/C=C/C(=N\O)c1ccccc1O";"IC50";"'='";"4770.0";"nM";"5.32";"";"";"UO_0000065";"16.93";"0.32";"2.12";"5.06";"0";"CHEMBL4411347";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411257";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"4.77"
"CHEMBL287556";"KOJIC ACID";"None";"142.11";"0";"-0.16";"Kojic Acid";"O=c1cc(CO)occ1O";"IC50";"'='";"22940.0";"nM";"4.64";"";"";"UO_0000065";"32.65";"0.63";"4.80";"6.56";"1";"CHEMBL814341";"Inhibitory activity against mushroom tyrosinase";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148263";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"22.94"
"CHEMBL3182150";"";"None";"114.10";"0";"0.38";"249";"CC1=C(O)C(=O)CO1";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"37.70";"0.73";"3.92";"9.24";"0";"CHEMBL4394168";"Inhibition of tyrosinase (unknown origin) assessed as reduction in melanin formation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393659";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"50.0"
"CHEMBL232202";"ARBUTIN";"2.0";"272.25";"0";"-1.43";"arbutin";"OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O";"IC50";"'='";"30260.0";"nM";"4.52";"";"";"UO_0000065";"16.60";"0.32";"5.95";"3.78";"0";"CHEMBL940816";"Inhibition of tyrosinase in Melan-a cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Melan-a";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139787";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"30.26"
"CHEMBL15972";"BENZALDEHYDE";"-1.0";"106.12";"0";"1.50";"3";"O=Cc1ccccc1";"IC50";"'='";"820000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL813550";"Inhibitory activity was evaluated against the oxidation of L-3,4-dihydroxyphenylalanine (L-DOPA) catalyzed by mushroom tyrosinase";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147427";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"820.0"
"CHEMBL287556";"KOJIC ACID";"None";"142.11";"0";"-0.16";"20";"O=c1cc(CO)occ1O";"IC50";"'='";"9150.0";"nM";"5.04";"";"";"UO_0000065";"35.46";"0.69";"5.20";"7.13";"0";"CHEMBL3619576";"Inhibition of tyrosinase (unknown origin) using L-DOPA as substrate assessed as formation of dopachrome by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616365";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"9.15"
"CHEMBL1563332";"GLYASPERIN D";"None";"370.45";"0";"4.34";"13";"COc1cc2c(c(OC)c1CC=C(C)C)C[C@H](c1ccc(O)cc1O)CO2";"IC50";"'='";"154.0";"nM";"6.81";"";"";"UO_0000065";"18.39";"0.34";"2.47";"10.00";"0";"CHEMBL3810649";"Inhibition of tyrosinase (unknown origin) using L-tyrosine as substrate assessed as oxidation of L-tyrosine after 15 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808312";"1";"Scientific Literature";"J Nat Prod";"2016";"None";"";"";"";"154.0"
"CHEMBL3618458";"";"None";"506.50";"3";"-2.94";"11";"C[C@@H](CCc1ccc(O)cc1O)O[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O";"IC50";"'='";"4130.0";"nM";"5.38";"";"";"UO_0000065";"10.63";"0.21";"8.32";"2.46";"0";"CHEMBL3619576";"Inhibition of tyrosinase (unknown origin) using L-DOPA as substrate assessed as formation of dopachrome by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616365";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"4.13"
"CHEMBL450195";"RUCINOL";"None";"166.22";"0";"2.44";"93";"CCCCc1ccc(O)cc1O";"IC50";"'='";"21000.0";"nM";"4.68";"";"";"UO_0000065";"28.14";"0.53";"2.24";"11.56";"0";"CHEMBL4411356";"Inhibition of human tyrosinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411257";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"21.0"
"CHEMBL25209";"";"None";"330.33";"0";"4.28";"16";"COc1ccc(/C=C/C(=O)/C=C/c2ccc(OC)cc2F)c(F)c1";"IC50";"'>'";"250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1054042";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153005";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";"";"";"";"250.0"
"CHEMBL477057";"";"None";"394.47";"0";"4.94";"31";"COc1cccc(/C=C2\CCC/C(=C\c3cccc(OC)c3OC)C2=O)c1OC";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL1054042";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153005";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";"";"";"";""
"CHEMBL2079256";"";"None";"512.65";"1";"4.44";"140a";"COc1ccccc1N1CCN(CCCCN2C(=O)N(C)C(=O)C2(c2ccccc2)c2ccccc2)CC1";"IC50";"'='";"7360.0";"nM";"5.13";"";"";"UO_0000065";"10.01";"0.18";"0.69";"9.11";"0";"CHEMBL4613375";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4613206";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"7.36"
"CHEMBL301523";"PHENYLALANINE";"3.0";"165.19";"0";"0.64";"phenylalanine";"N[C@@H](Cc1ccccc1)C(=O)O";"IC50";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL813552";"Compound was evaluated for inhibition of tyrosinase enzyme; Not active";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";"";""
"CHEMBL5426205";"";"None";"288.69";"0";"3.37";"8";"O=C1/C(=C/c2ccc(O)cc2O)Oc2cc(Cl)ccc21";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5355298";"Inhibition of tyrosinase in human MNT-1 cell lysates using L-DOPA as substrate assessed as reduction in melanin formation preincubated for 10 mins followed by substrate addition and measured by microplate reader analysis";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"MNT-1";"Lysates";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352459";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.1667 hr";"";"";"100.0"
"CHEMBL4763438";"";"None";"292.36";"0";"3.21";"220";"CC(C)(C)C(=O)Nc1nc(-c2ccc(O)cc2O)cs1";"IC50";"'='";"5700.0";"nM";"5.24";"";"";"UO_0000065";"17.94";"0.36";"2.03";"6.36";"0";"CHEMBL5331159";"Inhibition of human tyrosinase using L-DOPA as substrate incubated for 10 to 20 mins by MBTH dye based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME_Lower = 10.0 min | TIME_Upper = 20.0 min";"INHIBITOR";"";"5.7"
"CHEMBL5396899";"";"None";"286.24";"0";"2.13";"38";"O=C1/C(=C/c2c(O)cc(O)cc2O)Oc2cc(O)ccc21";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"16.85";"0.31";"2.69";"4.50";"0";"CHEMBL5355298";"Inhibition of tyrosinase in human MNT-1 cell lysates using L-DOPA as substrate assessed as reduction in melanin formation preincubated for 10 mins followed by substrate addition and measured by microplate reader analysis";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"MNT-1";"Lysates";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352459";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.1667 hr";"INHIBITOR";"";"15.0"
"CHEMBL287556";"KOJIC ACID";"None";"142.11";"0";"-0.16";"KA";"O=c1cc(CO)occ1O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5355298";"Inhibition of tyrosinase in human MNT-1 cell lysates using L-DOPA as substrate assessed as reduction in melanin formation preincubated for 10 mins followed by substrate addition and measured by microplate reader analysis";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"MNT-1";"Lysates";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352459";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.1667 hr";"";"";"100.0"
"CHEMBL287556";"KOJIC ACID";"None";"142.11";"0";"-0.16";"Kojic acid";"O=c1cc(CO)occ1O";"IC50";"'='";"12810.0";"nM";"4.89";"";"";"UO_0000065";"34.43";"0.67";"5.05";"6.92";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"12.81"
"CHEMBL186609";"";"None";"226.23";"0";"2.95";"7";"COc1ccc2oc3ccccc3c(=O)c2c1";"IC50";"'='";"8470.0";"nM";"5.07";"";"";"UO_0000065";"22.42";"0.41";"2.12";"12.86";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"8.47"
"CHEMBL3100134";"";"None";"314.33";"0";"-0.13";"8";"C[C@H](CCc1ccc(O)cc1O)O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O";"IC50";"'='";"1720.0";"nM";"5.76";"";"";"UO_0000065";"18.34";"0.36";"5.89";"4.82";"0";"CHEMBL3619576";"Inhibition of tyrosinase (unknown origin) using L-DOPA as substrate assessed as formation of dopachrome by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616365";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"1.72"
"CHEMBL4168741";"";"None";"228.20";"0";"2.36";"11";"O=c1c2ccccc2oc2cc(O)c(O)cc12";"IC50";"'='";"5700.0";"nM";"5.24";"";"";"UO_0000065";"22.98";"0.42";"2.88";"7.42";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"5.7"
"CHEMBL3978212";"";"None";"271.23";"0";"1.41";"1a";"O=C1/C(=C/c2ccc(=O)n(O)c2)Oc2cc(O)ccc21";"IC50";"'='";"85300.0";"nM";"4.07";"";"";"UO_0000065";"15.00";"0.28";"2.66";"4.58";"0";"CHEMBL3871141";"Inhibition of tyrosinase in human MNT1 cells assessed as suppression of melanin biosynthesis measured after 96 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MNT1";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3870357";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";"";"";"";"85.3"
"CHEMBL5404928";"";"None";"266.25";"0";"2.56";"25";"O=C1C(=Cc2ccc(O)cc2O)C(=O)c2ccccc21";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5355298";"Inhibition of tyrosinase in human MNT-1 cell lysates using L-DOPA as substrate assessed as reduction in melanin formation preincubated for 10 mins followed by substrate addition and measured by microplate reader analysis";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"MNT-1";"Lysates";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352459";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.1667 hr";"";"";"100.0"
"CHEMBL153505";"";"None";"238.24";"0";"3.17";"3-Phenylumbelliferone";"O=c1oc2cc(O)ccc2cc1-c1ccccc1";"IC50";"'>'";"10000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1780390";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1777693";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"10.0"
